"","Gene","Entrez gene ID","Ensembl gene ID","Cell group","Prevalence in cell group ('pct.1')","Prevalence in all other cells ('pct.2')","Average log2 fold change","AUC from ROC test","Power from ROC test","Mast test p","Mast test FDR (q)","Used in MGP"
"2232","PRR5",55615,"ENSG00000186654","Astrocyte",0.47,0.226,2.88125142230918,0.646,0.292,2.44268646047043e-140,1.22820717918914e-135,FALSE
"2233","FIRRE",286467,"ENSG00000213468","Astrocyte",0.561,0.256,2.87315537534995,0.692,0.384,1.01784662664542e-211,5.11783462343584e-207,FALSE
"2234","CUBN",8029,"ENSG00000107611","Astrocyte",0.535,0.323,2.86393582036847,0.642,0.284,4.31181074872646e-118,2.16802156256715e-113,FALSE
"2235","SLC3A2",6520,"ENSG00000168003","Astrocyte",0.801,0.47,2.8526332038589,0.776,0.552,2.59152099203526e-289,1.30304267000525e-284,FALSE
"2236","LRRC16A",55604,"ENSG00000079691","Astrocyte",0.981,0.658,2.8505606311553,0.913,0.826,0,0,FALSE
"2237","C16orf89",146556,"ENSG00000153446","Astrocyte",0.366,0.158,2.84603696672009,0.615,0.23,3.54002667590703e-95,1.77996081291282e-90,FALSE
"2238","PRDX6",9588,"ENSG00000117592","Astrocyte",0.575,0.243,2.83845759912661,0.7,0.4,1.00135253780392e-176,5.03490069533187e-172,FALSE
"2239","KLF15",28999,"ENSG00000163884","Astrocyte",0.41,0.066,2.82514123619005,0.675,0.35,2.81707261064258e-203,1.4164522793572e-198,FALSE
"2240","SLC25A33",84275,"ENSG00000171612","Astrocyte",0.757,0.481,2.82386084081503,0.732,0.464,6.72160531470819e-248,3.37969036828842e-243,FALSE
"2241","ZNF98",148198,"ENSG00000197360","Astrocyte",0.404,0.219,2.82229523425981,0.61,0.22,1.7133624265925e-86,8.61495761714976e-82,FALSE
"2242","ITPKB",3707,"ENSG00000143772","Astrocyte",0.851,0.238,2.82102211897962,0.854,0.708,0,0,FALSE
"2243","FADS2",9415,"ENSG00000134824","Astrocyte",0.727,0.392,2.8197177413834,0.738,0.476,7.95092840716794e-254,3.99780631240811e-249,FALSE
"2244","LRRC8A",56262,"ENSG00000136802","Astrocyte",0.503,0.26,2.79816075736681,0.648,0.296,7.12737565496407e-117,3.58371575307248e-112,FALSE
"2245","AHCYL1",10768,"ENSG00000168710","Astrocyte",0.897,0.518,2.79632799002302,0.837,0.674,0,0,FALSE
"2246","APC2",10297,"ENSG00000115266","Astrocyte",0.699,0.452,2.79547816635778,0.709,0.418,1.63786384069496e-206,8.23534317739833e-202,FALSE
"2247","B4GALNT4",338707,"ENSG00000182272","Astrocyte",0.719,0.466,2.79252087158059,0.725,0.45,1.78759936097045e-243,8.9882283468955e-239,FALSE
"2248","HSD17B6",8630,"ENSG00000025423","Astrocyte",0.357,0.207,2.79046102175557,0.593,0.186,5.0630663097506e-103,2.5457603712057e-98,FALSE
"2249","ACSL6",23305,"ENSG00000164398","Astrocyte",0.898,0.543,2.78995994139997,0.829,0.658,0,0,FALSE
"2250","CTNNA2",1496,"ENSG00000066032","Astrocyte",1,0.928,2.78898190081062,0.968,0.936,0,0,FALSE
"2251","ANO8",57719,"ENSG00000074855","Astrocyte",0.388,0.152,2.78443236838461,0.631,0.262,2.49398372442563e-131,1.25399995647845e-126,FALSE
"2252","FAT1",2195,"ENSG00000083857","Astrocyte",0.596,0.219,2.77617718771247,0.713,0.426,1.27520205319972e-193,6.4118434436935e-189,FALSE
"2253","RERG",85004,"ENSG00000134533","Astrocyte",0.648,0.229,2.76695591927726,0.742,0.484,2.98090827917974e-239,1.49883049185436e-234,FALSE
"2254","LINC00707",100507127,"ENSG00000238266","Astrocyte",0.409,0.184,2.76540476461101,0.632,0.264,1.24024491281771e-147,6.23607544613871e-143,FALSE
"2255","LMOD1",25802,"ENSG00000163431","Astrocyte",0.476,0.245,2.76267103537024,0.645,0.29,4.35621987393513e-156,2.19035091481332e-151,FALSE
"2256","DCLK2",166614,"ENSG00000170390","Astrocyte",0.977,0.715,2.76217586185932,0.873,0.746,0,0,FALSE
"2257","SH3BP2",6452,"ENSG00000087266","Astrocyte",0.575,0.12,2.75753367823341,0.744,0.488,1.27114533778467e-311,6.39144587291511e-307,FALSE
"2258","BCL6",604,"ENSG00000113916","Astrocyte",0.639,0.203,2.74838667101501,0.743,0.486,1.50538942474767e-245,7.56924856657377e-241,FALSE
"2259","TNIK",23043,"ENSG00000154310","Astrocyte",0.997,0.83,2.74716412024109,0.937,0.874,0,0,FALSE
"2260","BCAT2",587,"ENSG00000105552","Astrocyte",0.618,0.392,2.74278714733445,0.678,0.356,8.88227235369627e-187,4.46609536216202e-182,FALSE
"2261","CDHR3",222256,"ENSG00000128536","Astrocyte",0.858,0.474,2.73360265644266,0.805,0.61,2.52236522027285e-292,1.26827045640539e-287,FALSE
"2262","PFKFB2",5208,"ENSG00000123836","Astrocyte",0.469,0.294,2.73183686091812,0.615,0.23,1.06794899752458e-86,5.36975435445332e-82,FALSE
"2263","ARHGEF10L",55160,"ENSG00000074964","Astrocyte",0.802,0.484,2.72306006526129,0.763,0.526,2.47070041982766e-271,1.24229287809354e-266,FALSE
"2264","CTSH",1512,"ENSG00000103811","Astrocyte",0.389,0.145,2.72236071807423,0.636,0.272,3.78888140721593e-136,1.90508746036224e-131,FALSE
"2265","AGFG2",3268,"ENSG00000106351","Astrocyte",0.503,0.315,2.71907841100917,0.624,0.248,6.92535766765196e-103,3.48213908887208e-98,FALSE
"2266","SORBS3",10174,"ENSG00000120896","Astrocyte",0.432,0.12,2.71820694794241,0.666,0.332,1.41407308399288e-165,7.11010087362462e-161,FALSE
"2267","TULP3",7289,"ENSG00000078246","Astrocyte",0.716,0.39,2.7091642545295,0.74,0.48,6.19094091343652e-263,3.11286700068502e-258,FALSE
"2268","SUCLG2.AS1",NA,NA,"Astrocyte",0.708,0.309,2.70654911089892,0.76,0.52,1.71008258626411e-286,8.59846625199458e-282,FALSE
"2269","METRN",79006,"ENSG00000103260","Astrocyte",0.386,0.102,2.69458722949647,0.648,0.296,3.21217298693711e-139,1.61511269956185e-134,FALSE
"2270","SLC9C2",284525,"ENSG00000162753","Astrocyte",0.508,0.356,2.69103691244548,0.609,0.218,1.43365300389929e-72,7.20855066890604e-68,FALSE
"2271","SORBS1",10580,"ENSG00000095637","Astrocyte",1,0.79,2.68833287751799,0.947,0.894,0,0,FALSE
"2272","SH3PXD2B",285590,"ENSG00000174705","Astrocyte",0.829,0.412,2.68702911890798,0.802,0.604,0,0,FALSE
"2273","CAPN2",824,"ENSG00000162909","Astrocyte",0.774,0.419,2.66537813715392,0.764,0.528,2.42828135825404e-251,1.22096414974371e-246,FALSE
"2274","LOC105377904",105377904,NA,"Astrocyte",0.448,0.246,2.65963545419219,0.625,0.25,1.10372103014655e-97,5.54961971167984e-93,FALSE
"2275","FAM184A",79632,"ENSG00000111879","Astrocyte",0.916,0.624,2.6583356101571,0.823,0.646,3.93740015347292e-298,1.97976417116772e-293,FALSE
